imdbid,role,talentid
1041829,actor,0005460
0114168,actor,0005460
0838283,actor,0005460
0369436,actor,0005460
0483756,actor,0005460
2182972,actor,0005460
0476964,actor,0005460
0409034,actor,0005460
0399877,actor,0559144
0171804,actor,0001721
0284034,actor,0001721
0330099,actor,0001721
0323944,actor,0001721
0320244,actor,0001721
0113540,actor,0001721
0120728,actor,0001721
0144084,actor,0001721
1823664,actor,4832920
2125435,actor,4832920
0399146,actor,0000458
0118929,actor,0000458
0283084,actor,0000458
0368447,actor,0000458
0954990,actor,0000458
0955308,actor,0000458
0800080,actor,0000458
0120108,actor,0000458
0758758,actor,0000458
0120738,actor,0000458
0120776,actor,0000458
0114478,actor,0000458
0780571,actor,0000458
0117038,actor,0000458
0118859,actor,0000459
0363988,actor,0000459
0144214,actor,0000459
0113117,actor,0000459
0362269,actor,0000459
1139328,actor,0000459
0984210,actor,0000459
0768212,actor,0000459
0119906,actor,0000459
1212909,actor,0000459
0115639,actor,0000459
0363780,actor,0000459
0408985,actor,0000459
0119567,actor,0000592
0472200,actor,0000592
0382628,actor,0000592
0120824,actor,0000592
0116683,actor,0000592
0122906,actor,0000592
0116136,actor,0000592
0117509,actor,0000592
0114371,actor,0000454
0360323,actor,0000454
0211465,actor,0000454
0974554,actor,0000454
1027862,actor,0000454
0418753,actor,0000454
0418819,actor,0000454
0120645,actor,0000454
1213012,actor,0000454
0114898,actor,0000454
1870529,actor,0000456
0115964,actor,0000456
0361841,actor,0000456
0328538,actor,0000456
0190590,actor,0000456
0120722,actor,0000456
0113321,actor,0000456
0112722,actor,0000456
0304328,actor,0000456
0317705,actor,0000456
0119535,actor,0000456
0433116,actor,0000983
2937898,actor,0000983
0780504,actor,0000983
0266543,actor,0000983
0164108,actor,0000983
0314786,actor,0000983
0118901,actor,0000983
0206963,actor,0000983
0829098,actor,0000980
0118661,actor,0000980
0117582,actor,0000980
0243155,actor,0000980
0962736,actor,0000980
0417741,actor,0000980
0327437,actor,0000980
0383694,actor,0000980
0280778,actor,0000980
0118755,actor,0000980
1007029,actor,0000980
1371111,actor,0000980
0364955,actor,0000980
0317198,actor,0000980
0361089,actor,0000980
0358082,actor,0000980
0114279,actor,0000980
0151568,actor,0000980
1431181,actor,0000980
0203009,actor,0000980
0217505,actor,0000980
0120907,actor,0000453
0120255,actor,0000453
0119116,actor,0000453
0120681,actor,0000453
0386741,actor,0000453
0443448,actor,0000453
1602620,actor,0728938
2431286,actor,0001858
0765010,actor,0001858
0253840,actor,0001426
0167456,actor,0001426
0114508,actor,0001426
0787474,actor,0001426
0425210,actor,0001426
0796375,actor,0001426
0473075,actor,0001426
0315983,actor,0001426
0318081,actor,0001426
0462396,actor,0001426
0955411,actor,0001426
1528100,actor,0001426
0974554,actor,0001426
1731141,actor,0001426
0800241,actor,0001426
0160797,actor,0001426
0324127,actor,0001426
0380599,actor,0001426
1082886,actor,0001426
0970179,actor,0001426
0383222,actor,0001426
0181151,actor,0001426
1130884,actor,0001426
0117991,actor,0001426
0449059,actor,0001427
1742650,actor,0001427
0800027,actor,0001427
0244970,actor,0001427
0219699,actor,0001427
0871426,actor,0001427
1054588,actor,0001427
0335121,actor,0001427
0445990,actor,0001427
1929263,actor,0001427
0450340,actor,0001427
0365485,actor,0001427
0119822,actor,0001427
0995039,actor,0001427
1333125,actor,0001427
0338466,actor,0001427
0116059,actor,0001427
0171580,actor,0001427
0298744,actor,0001427
0120151,actor,0001427
1294226,actor,0001427
0947810,actor,0001427
0114319,actor,0001427
0181151,actor,0001427
0460792,actor,0001427
0128853,actor,0001427
1251743,actor,0001427
0277434,actor,0001427
0408524,actor,0001427
0780521,actor,0001856
0413895,actor,0001856
0120603,actor,0001856
1327773,actor,0001856
0159097,actor,0000678
0170452,actor,0000678
0822832,actor,0000678
0118665,actor,0000678
0210567,actor,0000678
0118892,actor,0915208
1616195,actor,0915208
0963178,actor,0915208
0361309,actor,0915208
2103267,actor,0915208
0808279,actor,0915208
0446755,actor,0915208
0360717,actor,0915208
1182350,actor,0915208
0315733,actor,0915208
1791682,actor,0915208
0371257,actor,0915208
0436262,actor,0915208
0977855,actor,0915208
1121977,actor,0915208
0377109,actor,0915208
0356721,actor,0915208
0298130,actor,0915208
2170593,actor,0915208
0166924,actor,0915208
1758595,actor,0915208
1462041,actor,0915208
0765443,actor,0915208
0114614,actor,0915208
1454029,actor,0818055
0119942,actor,0000671
1872194,actor,0000671
0179473,actor,0000671
0120797,actor,0000671
2345112,actor,0000671
0408524,actor,0000671
0469263,actor,0000671
0243133,actor,0000671
0120399,actor,0000671
1433108,actor,0000671
0865554,actor,0000671
0219965,actor,0000671
0448694,actor,0000671
0419984,actor,0000671
0400525,actor,0000671
0318974,actor,0000671
0304328,actor,0000671
0390022,actor,0000671
0120324,actor,0000671
0120591,actor,0000671
0462519,actor,0000671
0138524,actor,0000671
0307987,actor,0000671
0285742,actor,0000671
1251743,actor,0000673
0120490,actor,0000673
0120831,actor,0000673
0280720,actor,0000673
0375173,actor,0000673
1189340,actor,0000673
2639344,actor,0000673
0114113,actor,0000673
0884224,actor,0000673
0247425,actor,0000673
1125849,actor,0000673
0204626,actor,0000673
0244970,actor,0000673
1844203,actor,0000673
0207201,actor,0000673
0305224,actor,0000673
1047540,actor,0000673
0292963,actor,0000673
0409034,actor,0000673
1336617,actor,0000673
0120596,actor,0001358
0203019,actor,0001358
0120618,actor,0001215
0454776,actor,0001215
0292963,actor,0001215
0174204,actor,0001215
0401445,actor,0001215
0195685,actor,0001215
0319061,actor,0001215
1869716,actor,0680983
1512235,actor,0680983
0858479,actor,0680983
1375666,actor,0680983
0467406,actor,0680983
0847897,actor,0680983
1172233,actor,0680983
0419256,actor,0910278
1109624,actor,0910278
0416508,actor,0910278
0249462,actor,0910278
1196956,actor,0910278
0337909,actor,0910278
1217209,actor,0910278
0298744,actor,0000353
0961108,actor,0000353
0189998,actor,0000353
0329774,actor,0000353
0144117,actor,0000353
0870984,actor,0000353
2278388,actor,0000353
0433362,actor,0000353
0244709,actor,0000353
0342735,actor,0000353
0116209,actor,0000353
0120907,actor,0000353
0454848,actor,0000353
0465142,actor,0000353
0120179,actor,0000353
0401729,actor,0000353
0362270,actor,0000353
2911666,actor,0000353
0145487,actor,0000353
0901476,actor,0000298
0264150,actor,0000298
0212346,actor,0000298
0256415,actor,0000298
0343737,actor,0000354
0440963,actor,0000354
0134119,actor,0000354
0146984,actor,0000354
0947810,actor,0000354
1403865,actor,0000354
2091473,actor,0000354
2177771,actor,0000354
0120655,actor,0000354
0496806,actor,0000354
1212419,actor,0000354
0407887,actor,0000354
0149624,actor,0000354
1598778,actor,0000354
0119217,actor,0000354
0355295,actor,0000354
1130080,actor,0000354
0120913,actor,0000354
0128442,actor,0000354
0466893,actor,0000354
0338466,actor,0000354
0120815,actor,0000354
0119978,actor,0000354
1057500,actor,0000354
0258463,actor,0000354
0302674,actor,0000354
0372183,actor,0000354
1389137,actor,0000354
1645089,actor,0000354
0365737,actor,0000354
1385826,actor,0000354
0166813,actor,0000354
0115956,actor,0000354
1535108,actor,0000354
0357110,actor,0000358
0115988,actor,0000358
0469494,actor,0000358
0875034,actor,0000358
0443272,actor,0000358
0217505,actor,0000358
0120775,actor,0000297
0139654,actor,0000297
0119196,actor,0000297
1433108,actor,0000297
1013753,actor,0000982
1967545,actor,0000982
1791528,actor,0000982
0458481,actor,0000982
1321511,actor,0000982
0765429,actor,0000982
0133412,actor,0000982
1403865,actor,0000982
0120757,actor,0000982
1409024,actor,0000982
1182350,actor,0000982
0115644,actor,0000982
0477348,actor,0000982
0378109,actor,0000982
0164052,actor,0000982
1175491,actor,0000982
1075747,actor,0000982
0405676,actor,0000179
1446192,actor,0000179
0134119,actor,0000179
2053463,actor,0000179
0765120,actor,0000179
0339291,actor,0000179
0457939,actor,0000179
1053424,actor,0000179
0988045,actor,0000179
0119177,actor,0000179
1598778,actor,0000179
1515091,actor,0000179
0212720,actor,0000179
0120907,actor,0000179
0120514,actor,0000179
0215750,actor,0000179
0119668,actor,0000179
0346156,actor,0000179
0375173,actor,0000179
0376541,actor,0000179
0159365,actor,0000179
0356721,actor,0000179
0116477,actor,0000277
0127536,actor,0000277
0119567,actor,0000277
1117385,actor,0000271
0185007,actor,0000271
0160009,actor,0000271
1488555,actor,0000273
0804522,actor,0000273
0268690,actor,0000273
1024648,actor,0000273
0114536,actor,0000273
0120831,actor,0000273
1647668,actor,0000273
0110189,actor,0000273
0862846,actor,0000273
0822832,actor,0000273
1389096,actor,0000273
0449059,actor,0000273
0119229,actor,0000273
0425061,actor,0000273
0117093,actor,0000273
0120663,actor,0000173
2058107,actor,0000173
0308383,actor,0000173
0274558,actor,0000173
0112462,actor,0000173
0337876,actor,0000173
1674784,actor,0000173
0120791,actor,0000173
0374536,actor,0000173
0757361,actor,0000173
1496422,actor,0000173
1682180,actor,0000173
0188453,actor,0000173
0373926,actor,0000173
0427392,actor,0000173
0935075,actor,0000173
1564367,actor,0000173
0159365,actor,0000173
0875034,actor,0000173
0455824,actor,0000173
0327162,actor,0000173
0203009,actor,0000173
0114681,actor,0000173
0422295,actor,0000173
0230600,actor,0000173
0119874,actor,0000173
0385752,actor,0000173
0116367,actor,0000172
0118887,actor,0000172
0119095,actor,0000172
0141926,actor,0000172
0289765,actor,0000172
0170452,actor,0000172
0185431,actor,0000172
1584131,actor,0000172
0118859,actor,0000172
0356443,actor,0000172
0112541,actor,0000172
0114478,actor,0000172
0112688,actor,0000172
0968264,actor,0000177
0138749,actor,0000177
0120891,actor,0000177
0119349,actor,0000177
0113117,actor,0000177
1730687,actor,0000177
1361313,actor,0000177
0352277,actor,0000177
1204975,actor,0000177
0283530,actor,0000177
0119115,actor,0000177
0399095,actor,0000177
0420238,actor,0000177
0140379,actor,0000177
0264796,actor,0000177
0119360,actor,0000177
1082009,actor,0000177
0383216,actor,0000177
1411238,actor,0000177
0163676,actor,0002128
0115988,actor,0006890
0227445,actor,0000291
0339412,actor,0000291
1073241,actor,0000291
1047494,actor,0000291
0114825,actor,0000291
0286179,actor,0000291
0120703,actor,0000291
1640484,actor,0000291
0396555,actor,0000291
0114558,actor,0000291
0185007,actor,0000291
1425922,actor,0000291
0134983,actor,0000291
0437800,actor,0000291
0114885,actor,0000291
0304711,actor,0005132
0187393,actor,0005132
0240510,actor,0005132
0402894,actor,0005132
0183790,actor,0005132
0368794,actor,0005132
0285742,actor,0005132
0147800,actor,0005132
0355295,actor,0005132
0388795,actor,0005132
1054606,actor,0005132
0468569,actor,0005132
0355702,actor,0005132
0138749,actor,0001579
0120094,actor,0001579
1272878,actor,0001579
1869425,actor,0001579
0113896,actor,0001579
0166896,actor,0002070
0175880,actor,0001673
0120323,actor,0001673
0337876,actor,0000002
0783608,actor,0000002
0117057,actor,0000002
0415306,actor,0003817
0891592,actor,0003817
1817276,actor,0003817
0190138,actor,0003817
0120689,actor,0003817
0277296,actor,0003817
0250720,actor,0003817
1470020,actor,0003817
0287978,actor,0003817
0462519,actor,0003817
0133152,actor,0003817
0390221,actor,1503432
0460792,actor,1503432
1323594,actor,0136797
0427152,actor,0136797
0790628,actor,0136797
1727388,actor,0136797
1307068,actor,0136797
1279935,actor,0136797
1690953,actor,0136797
0425061,actor,0136797
0405422,actor,0136797
1570728,actor,0136797
0449059,actor,0136797
0357413,actor,0136797
0480242,actor,0136797
1535438,actor,0136797
1698641,actor,0136797
1229340,actor,0136797
0451079,actor,0136797
1100089,actor,0136797
0413099,actor,0136797
0327084,actor,0136797
1073241,actor,0000369
0463034,actor,0000369
0400497,actor,0000369
0164003,actor,0000369
0120890,actor,0000369
0114681,actor,0000369
0129387,actor,0000369
0115495,actor,0000369
0203755,actor,0000369
0115639,actor,0000369
0913354,actor,0000369
0119360,actor,0000369
1741243,actor,0000369
1135084,actor,0000369
0120784,actor,0001601
0115836,actor,0001601
0318283,actor,0001601
0118040,actor,0001601
0385267,actor,0001601
1127180,actor,0001601
0193135,actor,0001601
0163579,actor,0001601
0120751,actor,0001601
0120142,actor,0001601
2199571,actor,0000553
1601913,actor,0000553
2446042,actor,0000553
0372784,actor,0000553
2024469,actor,0000553
0838247,actor,0000553
0314331,actor,0000553
0114287,actor,0000553
0936501,actor,0000553
1352824,actor,0000553
0365907,actor,0000553
0171356,actor,0000553
1821658,actor,0000553
0171363,actor,0000553
0115645,actor,0000553
0120915,actor,0000553
0362269,actor,0000553
0117039,actor,0000553
2557490,actor,0000553
0479537,actor,0000553
1440129,actor,0000553
0800320,actor,0000553
0429493,actor,0000553
1401152,actor,0000553
1646987,actor,0000553
1397280,actor,0000553
0320661,actor,0000553
1458175,actor,0000553
0119664,actor,0000552
0477051,actor,0000552
0118998,actor,0000552
0120762,actor,0000552
0297181,actor,0000552
0298148,actor,0000552
0763831,actor,0000552
0471042,actor,0000552
0120701,actor,0000552
0443489,actor,0000552
0144528,actor,0000552
0284490,actor,0000552
0338094,actor,0000552
0126029,actor,0000552
0780567,actor,0000552
0765476,actor,0000552
0114825,actor,0000552
0131325,actor,0000552
0240462,actor,0000552
0180052,actor,0000552
0117218,actor,0000552
0317303,actor,0000552
0413267,actor,0000552
0892791,actor,0000552
0123964,actor,0000552
0266452,actor,0001416
0379725,actor,0001416
0120780,actor,0001416
0436331,actor,0001416
0290212,actor,0001416
1104733,actor,0001416
0357110,actor,0001416
0405422,actor,0001416
0486674,actor,0001416
0120601,actor,0001416
0821642,actor,0001416
1336617,actor,0001416
0758758,actor,0001416
0174204,actor,0001416
0258153,actor,0001416
0119517,actor,0001416
1313139,actor,0001416
0383028,actor,0001416
0481499,actor,0001416
0373926,actor,0001416
0878835,actor,0001416
1535109,actor,0001416
1529572,actor,0001416
1800241,actor,2225369
1877832,actor,2225369
1045658,actor,2225369
1951264,actor,2225369
1270798,actor,2225369
1392170,actor,2225369
1399683,actor,2225369
1582507,actor,2225369
1951265,actor,2225369
0783233,actor,0000950
0363473,actor,0000950
0117589,actor,0000950
0414387,actor,0000950
0407121,actor,0000950
0117102,actor,0001777
0119640,actor,0001777
0116669,actor,0000178
0770828,actor,0000178
0120613,actor,0000178
0116953,actor,0000178
0417001,actor,0000178
0250797,actor,0000178
0114938,actor,0000178
0956038,actor,0000178
1028576,actor,0000178
0177971,actor,0000178
0880578,actor,0000178
0221218,actor,0000178
0489099,actor,0000178
0328589,actor,0000178
0427969,actor,0000178
0156812,actor,0000178
0180734,actor,0000178
0252299,actor,0001527
2083383,actor,0000142
0139668,actor,0000142
0186566,actor,0000142
0405159,actor,0000142
0309377,actor,0000142
1205489,actor,0000142
0112579,actor,0000142
0118548,actor,0000142
0316654,actor,0365281
0117589,actor,0001399
0138279,actor,0001399
0209958,actor,0001399
0140397,actor,0001521
0246578,actor,0001521
0116629,actor,0001521
0408236,actor,0000307
0133152,actor,0000307
0137523,actor,0000307
0234354,actor,0000307
0438488,actor,0000307
1504320,actor,0000307
0319061,actor,0000307
0121164,actor,0000307
0117991,actor,0000307
0367594,actor,0000307
1077368,actor,0000307
1014759,actor,0000307
0312004,actor,0000307
1661199,actor,0000307
0301390,actor,0000307
1549589,actor,0000300
0387059,actor,0000300
1535612,actor,0000300
0480242,actor,0000300
1480656,actor,0000300
0241303,actor,0000300
0836700,actor,0000300
0349260,actor,0000300
0401711,actor,0000300
0387898,actor,0000300
0116209,actor,0000300
0117119,actor,0001258
0482629,actor,0001258
0332280,actor,0001258
0186566,actor,0001258
0279778,actor,0001258
0230011,actor,0001258
0113862,actor,0001156
0119896,actor,0001156
0491747,actor,0001156
0120741,actor,0001156
0331525,actor,0001156
0150915,actor,0341737
0122906,actor,0341737
0221027,actor,0341737
0116722,actor,0341737
0265662,actor,0341737
0181875,actor,0000531
1440345,actor,0000531
0117381,actor,0000531
0887883,actor,0000531
0243133,actor,0000531
0337741,actor,0000531
0116282,actor,0000531
0269095,actor,0000531
2091473,actor,0000531
0436331,actor,0000531
0112495,actor,0000531
1748122,actor,0000531
0185014,actor,0000531
0119859,actor,0000531
0123987,actor,0000531
0395972,actor,0000531
0123221,actor,0000412
2481480,actor,0000412
0119311,actor,0000412
0838232,actor,0000412
0118966,actor,0000412
0315297,actor,0000412
0343996,actor,0000412
0114660,actor,0000412
0114536,actor,0000412
0367188,actor,0000412
0485851,actor,0000412
0265307,actor,0000412
0808399,actor,0000412
1174730,actor,0000412
0395543,actor,0001800
0882969,actor,0001800
0364725,actor,0001800
0120912,actor,0001800
0119654,actor,0001800
0109370,actor,0001800
0240515,actor,0001800
0422720,actor,0001800
0399146,actor,0001557
0114194,actor,0001557
0191754,actor,0001557
0116040,actor,0001557
0167260,actor,0001557
0167261,actor,0001557
0800308,actor,0001557
0436364,actor,0001557
0765443,actor,0001557
0120613,actor,0001557
0317648,actor,0001557
0115495,actor,0001557
0119173,actor,0001557
0112740,actor,0001557
0898367,actor,0001557
0155975,actor,0001557
0120787,actor,0001557
0765447,actor,0000603
1521197,actor,0000603
0120514,actor,0000603
0384686,actor,0000603
0896872,actor,0000603
0120647,actor,0000603
0892318,actor,0000603
1100089,actor,0000603
0472033,actor,0000604
1336617,actor,0000604
1772341,actor,0000604
0338751,actor,0000604
0450405,actor,0000604
0126916,actor,0000604
0803057,actor,0000604
1242460,actor,0000604
0756729,actor,0000604
0177971,actor,0000604
0118749,actor,0000604
0838283,actor,0000604
0382628,actor,0000604
0151738,actor,0000604
0119256,actor,0000604
2581244,actor,0000604
0217505,actor,0000604
0841046,actor,0000604
0415306,actor,0000604
0198386,actor,0000608
0134618,actor,0000608
0132245,actor,0000608
0118689,actor,0000608
0118749,actor,0000608
0398165,actor,0000608
0117765,actor,0000608
0446676,actor,0000608
0245844,actor,0001321
0172495,actor,0001321
0241527,actor,0001321
0112749,actor,0001321
0369441,actor,0420955
0857191,actor,0420955
1730687,actor,0420955
0376136,actor,0420955
1228987,actor,0420955
0879870,actor,0420955
0239949,actor,0420955
0790724,actor,0420955
2334879,actor,0420955
0116168,actor,0420955
0838283,actor,0420955
1764234,actor,0420955
0113419,actor,0420955
1296898,actor,0420955
0989757,actor,0420955
0398375,actor,0420955
0118607,actor,0001329
0120855,actor,0001329
0114279,actor,0001329
0123987,actor,0001329
0331468,actor,0000232
0308055,actor,0000232
0327554,actor,0000232
0174204,actor,0000232
0112641,actor,0000232
0164108,actor,0000232
0114214,actor,0000232
0120683,actor,0000232
0412019,actor,0000232
0120587,actor,0000232
0116095,actor,0000232
0430912,actor,0000232
0120184,actor,0000232
1426329,actor,0000232
0280380,actor,0000234
0898367,actor,0000234
0340855,actor,0000234
0117887,actor,0000234
0448157,actor,0000234
1446714,actor,0000234
0138304,actor,0000234
0120373,actor,0000234
0478134,actor,0000234
0184858,actor,0000234
0146984,actor,0000234
2557490,actor,0000234
0118971,actor,0000234
0120751,actor,0000234
0317740,actor,0000234
1068641,actor,0000234
1735898,actor,0000234
0375568,actor,0000234
1625346,actor,0000234
0230838,actor,0000234
0203019,actor,0000234
0138946,actor,0000234
0395972,actor,0000234
0124315,actor,0000234
0118661,actor,0000235
0338337,actor,0000235
1540128,actor,0000235
0119177,actor,0000235
1220220,actor,0000235
0387514,actor,0000235
0377471,actor,0000235
0395251,actor,0000235
0266697,actor,0000235
0465624,actor,0000235
0117979,actor,0000235
0815178,actor,0000235
0200669,actor,0000235
0190861,actor,0000235
0118688,actor,0000235
0378194,actor,0000235
0115736,actor,0000236
0387575,actor,0000236
0144120,actor,0000236
0299172,actor,0000236
0338094,actor,0000236
0410764,actor,0000236
0384488,actor,0000236
0244244,actor,0000237
0115759,actor,0000237
0120633,actor,0000237
0330793,actor,0000237
0349710,actor,0000237
0120112,actor,0000237
0441774,actor,0000237
0119094,actor,0000237
1179034,actor,0000237
0144214,actor,0000237
0185183,actor,0000237
0486946,actor,0000237
0427327,actor,0000237
0117333,actor,0000237
0249478,actor,0000237
0114928,actor,0000237
0113161,actor,0000237
0119942,actor,0000237
0117038,actor,0000237
0976238,actor,0000237
0119592,actor,0000237
0397892,actor,0000237
0264395,actor,0000237
0377471,actor,0000237
1111422,actor,0000237
0219952,actor,0000237
0119137,actor,0001315
0118966,actor,0001315
0435670,actor,0001315
0119643,actor,0001315
0327056,actor,0001315
0117718,actor,0001315
2870756,actor,0001315
0117723,actor,0001315
0408524,actor,0001315
0780492,actor,0001315
0183659,actor,0001315
0884328,actor,0001315
0361925,actor,0001315
0758758,actor,0001315
2345112,actor,0001315
1617661,actor,1519666
2980516,actor,1519666
0954990,actor,1519666
0379976,actor,1519666
1655420,actor,1519666
0422295,actor,0000737
0298130,actor,0000737
0170452,actor,0000732
0115907,actor,0000732
0762121,actor,1095720
1981677,actor,0447695
2180411,actor,0447695
1623288,actor,0447695
3442006,actor,0447695
1855199,actor,0447695
1306980,actor,0447695
1259571,actor,0447695
0477078,actor,0447695
1193138,actor,0447695
0113501,actor,0000401
0326769,actor,0000401
0398712,actor,0000401
1424381,actor,0000401
0327056,actor,0000401
0119081,actor,0000401
0913354,actor,0000401
0234215,actor,0000401
0181739,actor,0000401
0119311,actor,0000401
0308055,actor,0000401
0133093,actor,0000401
0437800,actor,0000401
0116320,actor,0000401
0114057,actor,0000401
0242653,actor,0000401
0120800,actor,0000198
1067106,actor,0000198
0372784,actor,0000198
0120738,actor,0000198
0118571,actor,0000198
1037705,actor,0000198
1139668,actor,0000198
2103281,actor,0000198
0212985,actor,0000198
1340800,actor,0000198
0762125,actor,0000198
1413495,actor,0000198
0119116,actor,0000198
0208874,actor,0000198
1234721,actor,0000198
1486185,actor,0000198
1345836,actor,0000198
1302011,actor,0000198
0114345,actor,0000198
0180093,actor,0000124
1959490,actor,0000124
0831884,actor,0000124
0382628,actor,0000124
0286716,actor,0000124
0404203,actor,0000124
0127349,actor,0000124
0970416,actor,0000124
1001508,actor,0000124
0315983,actor,0000124
0268978,actor,0000124
0118929,actor,0000124
0183659,actor,0000124
1578275,actor,0000124
0974014,actor,0000124
0472033,actor,0000124
0117107,actor,0000124
0450259,actor,0000124
1251743,actor,0000124
0113501,actor,0000125
0118661,actor,0000125
0137494,actor,0000125
0113071,actor,0000125
0145734,actor,0000125
0181536,actor,0000125
0311429,actor,0000125
0117500,actor,0000125
0116136,actor,0000125
0146309,actor,0000126
0259288,actor,0000126
0406816,actor,0000126
0365885,actor,0000126
0233142,actor,0000126
0119925,actor,0000126
0398375,actor,0000126
0780571,actor,0000126
0139462,actor,0000126
0126916,actor,0000126
2172934,actor,0000126
2223990,actor,0000126
0316356,actor,0000126
1027862,actor,0000126
1205537,actor,0000126
0114898,actor,0000126
0117918,actor,0000126
2177771,actor,0000123
0117247,actor,0000123
0465538,actor,0000123
0365737,actor,0000123
0349903,actor,0000123
0116367,actor,0000123
0432283,actor,0000123
1033575,actor,0000123
0177971,actor,0000123
0496806,actor,0000123
0120188,actor,0000123
0433383,actor,0000123
0452624,actor,0000123
0120780,actor,0000123
0190590,actor,0000123
0271259,actor,0000123
1234548,actor,0000123
0118688,actor,0000123
1124035,actor,0000123
1440728,actor,0000123
0307479,actor,0000123
0379865,actor,0000123
0119874,actor,0000123
1193138,actor,0000123
0138524,actor,0000123
1454468,actor,0000123
0240772,actor,0000123
0887883,actor,0000123
0270288,actor,0000123
0228750,actor,0000128
1707386,actor,0000128
0765429,actor,0000128
0381849,actor,0000128
1837709,actor,0000128
0172495,actor,0000128
1458175,actor,0000128
1235522,actor,0000128
0955308,actor,0000128
0401445,actor,0000128
1959490,actor,0000128
0140352,actor,0000128
0770828,actor,0000128
0311113,actor,0000128
0268978,actor,0000128
0119488,actor,0000128
0114214,actor,0000128
1258972,actor,0000128
0114857,actor,0000128
0352248,actor,0000128
0473705,actor,0000128
0134618,actor,0000128
0758774,actor,0000128
0317919,actor,0000129
1336608,actor,0000129
0891527,actor,0000129
1229238,actor,0000129
0120755,actor,0000129
0175880,actor,0000129
0181689,actor,0000129
0325710,actor,0000129
0369339,actor,0000129
0117060,actor,0000129
0985699,actor,0000129
0259711,actor,0000129
1013743,actor,0000129
1631867,actor,0000129
1483013,actor,0000129
0116695,actor,0000129
0407304,actor,0000129
0120663,actor,0000129
0790724,actor,0000129
0119675,actor,0000227
0981042,actor,0000227
0162677,actor,0000227
0253840,actor,0000227
0120032,actor,0000227
0984210,actor,0000227
1772408,actor,0000227
0120008,actor,0000227
0132512,actor,0000227
0113819,actor,0000227
0377981,actor,0001749
0416508,actor,0001749
1441951,actor,0001749
0116313,actor,0001749
0120857,actor,0001749
0280707,actor,0001749
0241527,actor,0001749
1412386,actor,0001749
0881891,actor,0002006
1719071,actor,0002006
1726669,actor,0002006
1282140,actor,0002006
0375063,actor,0002006
0119190,actor,0002006
0780567,actor,0002006
0401729,actor,0002006
0413300,actor,0002006
1929263,actor,0002006
0858479,actor,0002006
1389137,actor,0002006
2170593,actor,0000195
0412019,actor,0000195
0432283,actor,0000195
2177771,actor,0000195
0335266,actor,0000195
0120483,actor,0000195
0356634,actor,0000195
0160127,actor,0000195
0116778,actor,0000195
1396221,actor,0000195
0116823,actor,0000195
0171359,actor,0000195
1748122,actor,0000195
0343996,actor,0000195
0970411,actor,0000195
0128445,actor,0000195
0455499,actor,0000195
1194263,actor,0000195
0362270,actor,0000195
0251075,actor,0000194
0349467,actor,0000194
0212985,actor,0000194
0262911,actor,0000194
0427968,actor,0000194
0861689,actor,0000194
0356618,actor,0000194
0113986,actor,0000194
0112401,actor,0000194
0323033,actor,0000194
2024469,actor,0000194
0175880,actor,0000194
0206634,actor,0000194
0119567,actor,0000194
0435705,actor,0000194
0379976,actor,0000194
0118715,actor,0000194
3316960,actor,0000194
0120824,actor,0000194
1121096,actor,0000194
0297884,actor,0000194
0274558,actor,0000194
2229499,actor,0000194
0114296,actor,0000194
0122541,actor,0000194
1932767,actor,0000194
0842926,actor,0000194
0117791,actor,0000194
0155975,actor,0000194
0406158,actor,0000194
1352824,actor,0000194
0119746,actor,0000194
2172584,actor,0000194
0172396,actor,0000194
1315981,actor,0000194
0126250,actor,0000194
1939659,actor,0000194
0118749,actor,0000194
1570728,actor,0000194
1392214,actor,0205626
1559547,actor,0205626
1013743,actor,0205626
1529572,actor,0205626
0297884,actor,0205626
1454029,actor,0205626
0956038,actor,0205626
1870529,actor,0205626
0918927,actor,0205626
0307479,actor,0205626
2717822,actor,0205626
0879870,actor,0205626
2473602,actor,0205626
1190080,actor,0252230
0944835,actor,0252230
0206634,actor,0252230
0796368,actor,0252230
0379786,actor,0252230
0301199,actor,0252230
0434124,actor,0252230
2024544,actor,0252230
1012804,actor,0252230
1797487,actor,0252230
0378947,actor,0252230
0765429,actor,0252230
1196340,actor,0001731
0377800,actor,0001731
0171359,actor,0001731
1599348,actor,0001731
0765010,actor,0001731
1179031,actor,0001731
0443680,actor,0001731
1935179,actor,0001731
0433442,actor,0001731
0244244,actor,0001731
1797487,actor,0001731
0382992,actor,0001731
0116629,actor,0002139
1440345,actor,0002139
1371155,actor,1020089
1109624,actor,1020089
0375912,actor,1020089
1125929,actor,0000582
0112641,actor,0000582
0119214,actor,0000582
0122151,actor,0000582
0118541,actor,0000582
0118663,actor,0001445
0120902,actor,0001445
0115907,actor,0001445
0115472,actor,0001445
0472033,actor,0001445
1150947,actor,0001445
1142977,actor,0001445
0131369,actor,0001445
0268995,actor,0001445
0117582,actor,0000288
0368794,actor,0000288
0462504,actor,0000288
0238380,actor,0000288
1345836,actor,0000288
0114148,actor,0000288
0361862,actor,0000288
1152836,actor,0000288
0438488,actor,0000288
1528100,actor,0000288
0964517,actor,0000288
0253556,actor,0000288
0468569,actor,0000288
0120584,actor,0000288
0120879,actor,0000288
0433387,actor,0000288
0238112,actor,0000288
0482571,actor,0000288
0372784,actor,0000288
0381849,actor,0000288
1206543,actor,0000288
1800241,actor,0000288
0162650,actor,0000288
