imdbid,role,talentid
0402399,actor,0000288
0144084,actor,0000288
0250224,actor,0001117
0132512,actor,0001117
0115988,actor,0001117
0313542,actor,0001117
0125454,actor,0001117
1731697,actor,0001117
0120533,actor,0001114
0422720,actor,0001114
0115710,actor,0001114
0326664,actor,0001114
0118954,actor,0001114
0460829,actor,0000460
0190374,actor,0000460
0120744,actor,0000460
0119558,actor,0000460
0800308,actor,0000460
0379889,actor,0000460
1840417,actor,0000460
0402894,actor,0000460
0112864,actor,0000460
1559547,actor,0000460
0117737,actor,0000460
0449010,actor,0000460
1615147,actor,0000460
1194417,actor,0001295
0112864,actor,0001295
0221074,actor,0001295
0116996,actor,0000906
0169547,actor,0000906
0316356,actor,0000906
0120710,actor,0000906
0181151,actor,0000906
0133952,actor,0000906
0439289,actor,0000906
1121977,actor,0000906
1839642,actor,0000906
0842926,actor,0000906
0430770,actor,0000906
0112346,actor,0000906
0114279,actor,0000906
1772288,actor,0000906
0340012,actor,0000906
0255477,actor,0000905
0181536,actor,0001593
0252299,actor,0001593
0116329,actor,0001593
0307901,actor,0001593
0273517,actor,0001593
0120613,actor,0001593
1262416,actor,0001593
1403988,actor,0001593
0466893,actor,0001593
0113451,actor,0001590
0116269,actor,0001590
0426615,actor,0001590
0273982,actor,0001590
0117107,actor,0001590
0122933,actor,0001590
0231775,actor,0001590
0404390,actor,0001590
0116095,actor,0001590
0114814,actor,0001590
0119336,actor,0001590
1018830,actor,0001590
0114113,actor,0001590
0286106,actor,1113550
1911644,actor,1113550
0449059,actor,1113550
0482629,actor,1113550
0832266,actor,1113550
1192628,actor,1113550
1731141,actor,1113550
1156398,actor,1113550
0846308,actor,1113550
0481141,actor,1113550
0410377,actor,1113550
1078588,actor,1113550
0120402,actor,0001228
1778924,actor,0001228
0179473,actor,0001228
0205461,actor,0001228
0116225,actor,0001228
0165854,actor,0001228
0259324,actor,0001228
2172934,actor,2794962
1731141,actor,2794962
1403865,actor,2794962
0277027,actor,0001848
0115580,actor,0001848
0120791,actor,0001848
1730687,actor,0001848
0935075,actor,0001848
0449487,actor,0001848
0119314,actor,0001848
0115685,actor,0001848
0473488,actor,0001848
0120744,actor,0000518
1911658,actor,0000518
0117002,actor,0000518
0364955,actor,0000518
0460810,actor,0000518
0118880,actor,0000518
0211465,actor,0000518
0128442,actor,0000518
1588173,actor,0000518
0274166,actor,0000518
1028576,actor,0000518
0887883,actor,0000518
0449010,actor,0000518
0189998,actor,0000518
1821694,actor,0000518
1075747,actor,0000518
0374536,actor,0000511
0388125,actor,0000511
0398375,actor,0000511
0116240,actor,0000511
0117104,actor,0000511
1704573,actor,0000511
0172726,actor,0001845
0183649,actor,0001845
1425922,actor,0001845
0114508,actor,0001845
1549920,actor,0001845
0258000,actor,0001845
0117333,actor,0001845
0443274,actor,0001845
0479140,actor,0001845
1886493,actor,0001845
1327773,actor,0001845
1305583,actor,0001845
2446042,actor,0001845
0165798,actor,0001845
0455590,actor,0001845
0421073,actor,0001845
0185183,actor,0001845
0427309,actor,0001845
0386117,actor,0001845
1053424,actor,0001845
2012665,actor,0001845
0443496,actor,0000513
0318649,actor,0000513
0318374,actor,0000513
0116282,actor,0000513
0486946,actor,0000513
0163025,actor,0000513
0120789,actor,0000513
0271259,actor,0000513
1189340,actor,0000513
0120633,actor,0000513
0360009,actor,0000513
0162360,actor,0000513
0155975,actor,0000513
0132347,actor,0000513
0763304,actor,0000513
0472050,actor,0000513
0113862,actor,0000513
0388795,actor,0931329
0120694,actor,0931329
0383028,actor,0931329
1655420,actor,0931329
0179116,actor,0931329
0800240,actor,0931329
0144168,actor,0931329
1130884,actor,0931329
1623205,actor,0931329
0373024,actor,0931329
1038043,actor,0931329
0141907,actor,0000886
0118798,actor,0000886
0117723,actor,0001164
0472126,actor,0001164
0113321,actor,0001164
0882969,actor,0001164
0117247,actor,0001164
0791304,actor,0005031
1798243,actor,0005031
0119488,actor,0000342
0416508,actor,0000342
0436697,actor,0000342
0144214,actor,0000342
0164184,actor,0000342
0166813,actor,0000342
1655442,actor,0000342
0343818,actor,0000342
0112431,actor,0000342
0186566,actor,0000342
0120689,actor,0000342
0454841,actor,0000599
0118771,actor,0000599
0119081,actor,0000599
0120633,actor,0000599
0119506,actor,0000599
0415965,actor,0000349
0113986,actor,0000349
0150216,actor,0000349
0884224,actor,0000349
0436331,actor,0000349
0435761,actor,0000349
0163187,actor,0000349
0844993,actor,0000349
1305591,actor,0000349
0117102,actor,0000349
0120151,actor,0000349
0350028,actor,0000349
0332379,actor,0000349
0119360,actor,0000349
0119229,actor,0000349
0371606,actor,0000349
0198021,actor,0000349
0396652,actor,0000349
0846308,actor,0000349
1093908,actor,0000349
0137363,actor,0000349
0120363,actor,0000349
2084970,actor,1212722
0454776,actor,1212722
1837703,actor,1212722
1867093,actor,0000168
0315297,actor,0000168
0399327,actor,0000168
0120184,actor,0000168
1843866,actor,0000168
1121977,actor,0000168
0113089,actor,0000168
0264395,actor,0000168
0160797,actor,0000168
0119080,actor,0000168
0295701,actor,0000168
0121765,actor,0000168
0317705,actor,0000168
0116908,actor,0000168
0831887,actor,0000168
0120768,actor,0000168
0162650,actor,0000168
0112864,actor,0000168
0217869,actor,0000168
1321511,actor,0000168
0227984,actor,0000168
0329774,actor,0000168
0117913,actor,0000168
2802144,actor,0000168
0763840,actor,0000168
0462200,actor,0000168
0182000,actor,0000168
0416185,actor,0000168
0417148,actor,0000168
1860353,actor,0000168
0947802,actor,0000168
1228705,actor,0000168
0113552,actor,0000168
0149261,actor,0000168
0119256,actor,0000168
0349260,actor,0000168
0118531,actor,0000168
0450385,actor,0000168
0257076,actor,0000168
0349467,actor,0000168
0264472,actor,0000168
1111948,actor,0000168
0489099,actor,0000168
0292610,actor,0000168
0393162,actor,0000168
0119396,actor,0000168
1853728,actor,0000168
1223236,actor,0000168
0458339,actor,0000168
2404311,actor,0000169
0120873,actor,0000169
1172991,actor,0000169
0478134,actor,0000169
1535438,actor,0000169
0119654,actor,0000169
0186566,actor,0000169
0458339,actor,0000169
0120912,actor,0000169
0269347,actor,0000169
1409024,actor,0000169
0338188,actor,0000169
2398231,actor,0000169
0420087,actor,0000169
0477348,actor,0000169
0419294,actor,0000169
0150377,actor,0000169
0120461,actor,0000169
0331933,actor,0000169
0112462,actor,0000169
0160797,actor,0000169
1599348,actor,0000243
0368008,actor,0000243
0454848,actor,0000243
0112740,actor,0000243
0174856,actor,0000243
0139654,actor,0000243
0124718,actor,0000243
1907668,actor,0000243
1111422,actor,0000243
0114857,actor,0000243
0427309,actor,0000243
0168786,actor,0000243
0477080,actor,0000243
0313443,actor,0000243
0145681,actor,0000243
0453467,actor,0000243
1037705,actor,0000243
0251160,actor,0000243
0765429,actor,0000243
0328107,actor,0000243
0117372,actor,0000243
0119099,actor,0000243
0115956,actor,0000243
1272878,actor,0000243
0455944,actor,0000243
0112857,actor,0000243
0210945,actor,0000243
0133952,actor,0000243
0120188,actor,0000242
0116287,actor,0000242
0317740,actor,0000242
0467197,actor,0000242
1091191,actor,0000242
1279935,actor,0000242
2039393,actor,0000242
0118749,actor,0000242
0133152,actor,0000242
0177971,actor,0000242
1272878,actor,0000242
0949731,actor,0000242
0445990,actor,0000242
0964517,actor,0000242
0138946,actor,0000242
0822854,actor,0000242
1980209,actor,0000242
1235522,actor,0000242
1524137,actor,0000242
1637725,actor,0000242
1386588,actor,0000242
0120609,actor,0000242
0142192,actor,0000242
0270707,actor,0000242
0407887,actor,0000242
2109248,actor,0000242
0380510,actor,0000242
0202470,actor,0000242
0430105,actor,0000242
0498399,actor,0000242
0120889,actor,0000245
0129290,actor,0000245
0366548,actor,0000245
0449089,actor,0000245
0113497,actor,0000245
0372334,actor,0000245
0182789,actor,0000245
0762114,actor,0000245
2692250,actor,0000245
0119137,actor,0000245
0119217,actor,0000245
0278504,actor,0000245
0426931,actor,0000245
0483726,actor,0000245
0119109,actor,0000245
0266452,actor,0000245
1078912,actor,0000245
0265459,actor,0000245
1262981,actor,0000245
0448075,actor,0000245
0120716,actor,0000245
1839642,actor,0000245
0976025,actor,0000245
0115685,actor,0000245
0116669,actor,0000245
0976238,actor,0000245
0368447,actor,0000244
0125022,actor,0000244
0308353,actor,0000244
0177650,actor,0000244
1640548,actor,0000244
0112722,actor,0000244
0373024,actor,0000244
1748179,actor,0000244
0871426,actor,0000244
0118583,actor,0000244
0177789,actor,0000244
0119349,actor,0000244
0420609,actor,0000244
0499549,actor,0000244
1366365,actor,0000244
0311289,actor,0000244
0473709,actor,0000244
1414382,actor,0000244
0139668,actor,0000249
0119282,actor,0000249
0116410,actor,0000249
0146838,actor,0000249
0112641,actor,0000249
0119457,actor,0000249
0200027,actor,0000249
0999913,actor,0000249
0159097,actor,0000249
0127722,actor,0000249
0423294,actor,0000249
0381505,actor,0000249
0322659,actor,0000249
0120877,actor,0000249
2191701,actor,0000161
0119141,actor,0000161
0112851,actor,0000161
0120577,actor,0000161
0441774,actor,0000161
0120891,actor,0000161
0448694,actor,0000161
1375670,actor,0000161
1430626,actor,0000161
1648179,actor,0000161
0450405,actor,0000161
0220100,actor,0000161
0367479,actor,0000161
0384814,actor,0000161
0285823,actor,0000161
0120679,actor,0000161
1302011,actor,0000163
0179098,actor,0000163
0308644,actor,0000163
0120885,actor,0000163
0396171,actor,0000163
0356721,actor,0000163
0313542,actor,0000163
0120184,actor,0000163
0441773,actor,0000163
0420223,actor,0000163
0310910,actor,0000163
0420238,actor,0000163
0114069,actor,0000163
0290002,actor,0000163
0457419,actor,0000163
0970866,actor,0000163
0119592,actor,0000163
0035423,actor,0413168
1326954,actor,0413168
0366548,actor,0413168
0414993,actor,0413168
0433035,actor,0413168
1446192,actor,0413168
0424095,actor,0413168
0376994,actor,0413168
0458525,actor,0413168
0482571,actor,0413168
1392214,actor,0413168
0244970,actor,0413168
1707386,actor,0413168
0290334,actor,0413168
0800240,actor,0413168
0338526,actor,0413168
0455824,actor,0413168
1877832,actor,0413168
0457513,actor,0413168
1430132,actor,0413168
0120903,actor,0413168
0244244,actor,0413168
1596346,actor,0000166
0455805,actor,0000166
0117998,actor,0000166
0162222,actor,0000166
0205271,actor,0000166
0113552,actor,0000166
0207201,actor,0000166
0223897,actor,0000166
0119822,actor,0000166
1464191,actor,0000166
0119937,actor,0001467
0790636,actor,0001467
0146336,actor,0001467
0485947,actor,0001467
0180093,actor,0001467
0258000,actor,0001467
0441774,actor,0001467
0399295,actor,0001467
0255819,actor,0378245
0410097,actor,0378245
1582271,actor,0378245
2011159,actor,0378245
1279935,actor,0378245
1385912,actor,0378245
0795438,actor,0378245
1155076,actor,0378245
1274300,actor,0428065
2980516,actor,0428065
0183523,actor,0000641
0115495,actor,0000641
0400717,actor,0000641
0315824,actor,0000641
0120832,actor,0000641
0112384,actor,0000641
0184858,actor,0000641
0308383,actor,0000641
0117438,actor,0000641
0160399,actor,0000641
0117071,actor,0000330
0141399,actor,0000330
0118055,actor,0000330
0120791,actor,0000330
0198021,actor,0000330
0119594,actor,0000330
0227445,actor,0000008
0145937,actor,0000008
0116654,actor,0000008
0468569,actor,0000323
0115710,actor,0000323
1289406,actor,0000323
1397514,actor,0000323
0124315,actor,0000323
0206634,actor,0000323
1216475,actor,0000323
0384680,actor,0000323
0780516,actor,0000323
0327137,actor,0000323
0180073,actor,0000323
0372784,actor,0000323
0340376,actor,0000323
0482571,actor,0000323
0374536,actor,0000323
0377981,actor,0000323
0253200,actor,0000323
0258068,actor,0000323
0212346,actor,0000323
0278731,actor,0001669
0419256,actor,0001669
0486583,actor,0001669
0162661,actor,0001669
0962736,actor,0001669
0337697,actor,0001669
0208988,actor,0001669
0293508,actor,0001669
0116240,actor,0001669
0116745,actor,0001669
0160429,actor,0001669
0817230,actor,0004266
0758752,actor,0004266
0449487,actor,0004266
0901476,actor,0004266
1084950,actor,0004266
0458352,actor,0004266
1563738,actor,0004266
0368933,actor,0004266
2182972,actor,0004266
0816692,actor,0004266
0247638,actor,0004266
1707386,actor,0004266
1345836,actor,0004266
0416508,actor,0004266
1436562,actor,0004266
0425061,actor,0004266
1014759,actor,0004266
2357291,actor,0004266
0327679,actor,0004266
0443536,actor,0004266
0250371,actor,0004266
0951216,actor,0001451
0427327,actor,0001451
0408985,actor,0001451
1710396,actor,0001451
0305669,actor,0001451
0316732,actor,0001451
0145681,actor,0001451
0117603,actor,0001451
0120722,actor,0001451
0841032,actor,0001451
0388500,actor,0001451
1080016,actor,0001451
0416212,actor,0001451
1407061,actor,0001451
1596365,actor,0005216
0331525,actor,0005216
0210299,actor,0005216
0410764,actor,0005216
2310332,actor,0005212
0376994,actor,0005212
0120684,actor,0005212
0486655,actor,0005212
0120737,actor,0005212
0118636,actor,0005212
0903624,actor,0005212
0382625,actor,0005212
0424095,actor,0005212
0120903,actor,0005212
1877832,actor,0005212
0290334,actor,0005212
0114279,actor,0005212
1170358,actor,0005212
0167261,actor,0005212
0167260,actor,0005212
1229238,actor,0719637
0887912,actor,0719637
1951181,actor,0719637
0395972,actor,0719637
1800241,actor,0719637
0840361,actor,0719637
1428538,actor,0719637
1194173,actor,0719637
1216491,actor,0719637
0146316,actor,0001401
0346491,actor,0001401
0346156,actor,0001401
0325703,actor,0001401
0172493,actor,0001401
0829459,actor,0001401
0441773,actor,0001401
0493464,actor,0001401
0120797,actor,0001401
0442933,actor,0001401
0356910,actor,0001401
1243957,actor,0001401
0824747,actor,0001401
0145681,actor,0001401
1302011,actor,0001401
0294357,actor,0001401
0119906,actor,0001401
0145734,actor,0001401
0129136,actor,0001401
0307453,actor,0001401
0218922,actor,0001401
0282687,actor,0001401
0187078,actor,0001401
0944835,actor,0001401
0343737,actor,0001401
0364045,actor,0001401
1587310,actor,0001401
0340376,actor,0842770
0903627,actor,0842770
1242460,actor,0842770
0363771,actor,0842770
0250323,actor,0842770
1714915,actor,0842770
1706620,actor,0842770
1748122,actor,0842770
0289635,actor,0842770
0318761,actor,0842770
0421715,actor,0842770
0360486,actor,0842770
0465538,actor,0842770
0268126,actor,0842770
0887883,actor,0842770
0413300,actor,0290556
1245492,actor,0290556
0269095,actor,0290556
1542344,actor,0290556
1945062,actor,0290556
0417433,actor,0290556
2788710,actor,0290556
0462219,actor,0290556
0316654,actor,0290556
0335013,actor,0290556
1623205,actor,0290556
2101441,actor,0290556
2312718,actor,0290556
0375154,actor,0290556
1013753,actor,0290556
1491044,actor,0290556
0454824,actor,0290556
1426329,actor,0290556
0478134,actor,0290556
0145487,actor,0290556
1318514,actor,0290556
1794943,actor,0290556
1049402,actor,0290556
0910936,actor,0290556
1240982,actor,0290556
0326905,actor,0290556
0113303,actor,0001441
1018830,actor,0001441
1628055,actor,0001441
0367882,actor,0000949
2334873,actor,0000949
0246677,actor,0000949
0122541,actor,0000949
0414055,actor,0000949
0312549,actor,0000949
0955308,actor,0000949
0362270,actor,0000949
1646971,actor,0000949
0338751,actor,0000949
2177771,actor,0000949
0465551,actor,0000949
0449467,actor,0000949
0134119,actor,0000949
0338188,actor,0000949
0993842,actor,0000949
0120797,actor,0000949
0368794,actor,0000949
0219699,actor,0000949
1661199,actor,0000949
0219965,actor,0000949
0127536,actor,0000949
0119859,actor,0000949
0452624,actor,0000949
0120824,actor,0000949
0421715,actor,0000949
2510028,actor,0001496
0113492,actor,0001884
0181689,actor,0001884
0293564,actor,0001884
1130884,actor,0001884
0955308,actor,0001884
0120889,actor,0001884
0120834,actor,0001884
0970411,actor,1519680
0783233,actor,1519680
0472071,actor,1519680
1023114,actor,1519680
1517260,actor,1519680
1531901,actor,1519680
0993842,actor,1519680
0380510,actor,1519680
0119746,actor,0001702
1870529,actor,0001609
0138279,actor,0001609
0138749,actor,0001609
0122541,actor,0000378
0285861,actor,0000378
0117665,actor,0000378
3125324,actor,0000378
0479140,actor,0000378
1220220,actor,0000378
0120855,actor,0000378
0293508,actor,0000378
0119229,actor,0000378
0120696,actor,0000378
0253126,actor,0000378
0119217,actor,0000378
0122459,actor,0000378
0210567,actor,0000378
0264464,actor,0000138
0114214,actor,0000138
0338751,actor,0000138
0407887,actor,0000138
1343092,actor,0000138
0163978,actor,0000138
0120338,actor,0000138
0116999,actor,0000138
0117509,actor,0000138
0217505,actor,0000138
1375666,actor,0000138
0959337,actor,0000138
0993846,actor,0000138
0450259,actor,0000138
0120533,actor,0000138
0758774,actor,0000138
0120744,actor,0000138
1616195,actor,0000138
1130884,actor,0000138
1853728,actor,0000138
0778661,actor,0001283
0765460,actor,0001283
0118744,actor,0001448
0409379,actor,0001448
0120323,actor,0001448
0319061,actor,0001448
2039393,actor,0001448
0412019,actor,0001448
0377800,actor,0001448
0120866,actor,0001448
0114287,actor,0001448
1606389,actor,0001448
0113691,actor,0001448
0116269,actor,0000333
1126591,actor,0000333
0120857,actor,0000333
0785006,actor,0000332
0988047,actor,0000332
0796368,actor,0000332
0244244,actor,0000332
0120780,actor,0000332
0252684,actor,0000332
1228705,actor,0000332
0375679,actor,0000332
0490204,actor,0000332
0367479,actor,0000332
1210042,actor,0000332
0120461,actor,0000332
0218967,actor,0000332
1300854,actor,0000332
0120036,actor,0000332
1540133,actor,0000332
0183523,actor,0000332
0112857,actor,0000332
0395169,actor,0000332
1907668,actor,0000332
0844993,actor,0000335
0118571,actor,0000335
0126250,actor,0000335
0120855,actor,0000335
1602098,actor,0000335
0382073,actor,0000335
0327162,actor,0000335
0406650,actor,0000335
0119859,actor,0000335
0211181,actor,0000335
0443536,actor,0000335
0115433,actor,0000335
0116996,actor,0000335
0281373,actor,0000336
0117218,actor,0000336
0198781,actor,0000336
0265307,actor,0000336
0118564,actor,0000336
0116213,actor,0000336
0124595,actor,0267812
0945513,actor,0267812
1457767,actor,0267812
1599348,actor,0267812
1073241,actor,0267812
1872194,actor,0267812
1562568,actor,0267812
0808331,actor,0267812
1220888,actor,0267812
0404390,actor,0267812
0174480,actor,0267812
0914798,actor,0267812
1148204,actor,0267812
1193138,actor,0267812
0817544,actor,0267812
0115571,actor,0001080
0119937,actor,0001080
0113419,actor,0001080
0298798,actor,0001080
0469623,actor,0001125
0120669,actor,0001125
0208092,actor,0001125
0269347,actor,0001125
0119086,actor,0001125
0116277,actor,0001125
0237572,actor,0001125
0114814,actor,0001125
0202677,actor,0001125
0115632,actor,0001125
0780653,actor,0001125
0315733,actor,0001125
0892255,actor,0001125
0181865,actor,0001125
2210834,actor,0001125
2103254,actor,0565250
2404463,actor,0565250
2024432,actor,0565250
2170593,actor,0565250
0289765,actor,0001833
0272338,actor,0001833
2404181,actor,0001833
0150915,actor,0001833
1568911,actor,0001833
0816442,actor,0001833
1127877,actor,0001833
0121164,actor,0001833
0162711,actor,0001833
0145653,actor,0001833
0238380,actor,0001833
0421238,actor,0001833
0961108,actor,0001833
0482546,actor,0001833
0760329,actor,0001833
0419256,actor,0001833
1125929,actor,0000545
0118901,actor,0000545
1821694,actor,0000545
0473705,actor,0000545
2980648,actor,0000545
0436697,actor,0000545
1226753,actor,0000545
0465234,actor,0000545
1274300,actor,0000545
0824758,actor,0000545
1453405,actor,0000545
1245526,actor,0000545
0337909,actor,0000545
0253200,actor,0000545
1334512,actor,0000545
2404425,actor,0000545
0133046,actor,0000545
0975645,actor,0000545
0203540,actor,0000545
0117107,actor,0000429
0127722,actor,0000429
0114011,actor,0000429
0142201,actor,0000429
0120533,actor,0000429
0119558,actor,0000429
0173716,actor,0000429
0455805,actor,0000541
0327162,actor,0000541
0141399,actor,0000541
0116313,actor,0000541
0186045,actor,0000541
1287468,actor,0000541
0120318,actor,0000541
1047540,actor,0000541
0115857,actor,0001838
0313542,actor,0001838
0209163,actor,0001838
1462041,actor,0001838
0380510,actor,0001838
0120616,actor,0001838
0326856,actor,0001838
0387131,actor,0001838
0360486,actor,0001838
0215750,actor,0001838
0896872,actor,0001838
0832266,actor,0001838
1623205,actor,0001838
0844286,actor,0001838
0310910,actor,0001838
0486583,actor,0001838
0308878,actor,0001838
1194173,actor,0001838
0414993,actor,0001838
1245492,actor,1706767
1226229,actor,1706767
1210166,actor,1706767
1201167,actor,1706767
0829482,actor,1706767
1058017,actor,1706767
1001526,actor,1706767
1232829,actor,1706767
1298649,actor,1706767
1336617,actor,1706767
0489282,actor,1706767
1366344,actor,1706767
0892769,actor,1706767
0384793,actor,1706767
0993846,actor,1706767
2294449,actor,1706767
0485985,actor,0000421
0114069,actor,0000421
1041753,actor,0000421
0163579,actor,0000421
0116695,actor,0000421
0316465,actor,0000421
0128278,actor,0000421
0250687,actor,0000421
0285462,actor,0000421
0113691,actor,0000421
0119822,actor,0000421
0439876,actor,0000421
1630564,actor,0000421
0281373,actor,0000421
0203019,actor,0000421
0462244,actor,0000421
0299172,actor,0000421
0191133,actor,0000421
0120889,actor,0000421
1911644,actor,0000932
1371111,actor,0000932
0118798,actor,0000932
0376994,actor,0000932
0469623,actor,0000932
1221208,actor,0000932
0285742,actor,0000932
1877832,actor,0000932
0118663,actor,0000932
0113691,actor,0000932
0123324,actor,0000932
0244244,actor,0000932
0457433,actor,0000932
0358082,actor,0000932
0348836,actor,0000932
0327554,actor,0000932
0116253,actor,0000932
0246460,actor,0000932
0290334,actor,0000932
1411238,actor,0000204
1981115,actor,0000204
0765010,actor,0000204
1240982,actor,0000204
1403177,actor,0000204
0947798,actor,0000204
0198021,actor,0000204
0765120,actor,0000204
0121765,actor,0000204
0467200,actor,0000204
0121766,actor,0000204
0149691,actor,0000204
0376541,actor,0000204
0808399,actor,0000204
0457419,actor,0000204
0455957,actor,0000204
0333766,actor,0000204
0441761,actor,0000204
0434409,actor,0000204
0120915,actor,0000204
0800369,actor,0000204
1179258,actor,0000201
0160916,actor,0000201
0120323,actor,0000201
0117247,actor,0000201
0283139,actor,0000201
1716777,actor,0000201
0112792,actor,0000201
0118055,actor,0000201
1598822,actor,0000201
0120794,actor,0000201
0120646,actor,0000201
0161081,actor,0000201
0277027,actor,0000201
1077368,actor,0000201
0140379,actor,0000201
0427327,actor,0000201
2404311,actor,0000201
0165982,actor,0000201
0808279,actor,0000619
0113101,actor,0000619
0219952,actor,0000619
0114287,actor,0000619
0481797,actor,0000619
0119225,actor,0000619
0119311,actor,0000619
0246544,actor,0000619
0800080,actor,0000619
1020072,actor,0000619
1764183,actor,0000619
0190861,actor,0000619
0377800,actor,0000619
0133152,actor,0000619
0273108,actor,0000619
0382628,actor,0000619
0116508,actor,0000616
1320253,actor,0000616
0271668,actor,0000616
0157913,actor,0000616
0137363,actor,0000209
0406375,actor,0000209
0981072,actor,0000209
0270707,actor,0000209
1133985,actor,0000209
0218817,actor,0000209
0437232,actor,0000209
0970411,actor,0000209
0430576,actor,0000209
0183523,actor,0000209
0345061,actor,0000209
0327056,actor,0000209
0119807,actor,0000209
0407304,actor,0000209
0119396,actor,0001233
0134983,actor,0001233
1278379,actor,0752407
1105512,actor,0752407
0824747,actor,0752407
1211956,actor,0752407
0443680,actor,0000729
0114681,actor,0000729
1623288,actor,0000729
0218619,actor,0000729
1206543,actor,0000729
0434139,actor,0000729
0126261,actor,0000729
0471042,actor,0000729
0186045,actor,0000729
0137338,actor,0000729
0954947,actor,0000729
1356864,actor,0000729
0302674,actor,0000729
0144142,actor,0000729
0452623,actor,0000729
0119709,actor,0000685
0482572,actor,0000685
0113277,actor,0000685
0119978,actor,0000685
0369436,actor,0000685
0120036,actor,0000685
0465234,actor,0000685
0368891,actor,0000685
0385726,actor,0000685
0248667,actor,0000685
0120660,actor,0000685
0146316,actor,0000685
0160216,actor,0000685
0117060,actor,0000685
0473700,actor,0000685
0139699,actor,0000685
0120399,actor,0000685
0311289,actor,0000685
2167202,actor,0000685
0118615,actor,0000685
0270846,actor,0000685
0326856,actor,0000686
0396269,actor,0000686
0257568,actor,0000686
0328107,actor,0000686
0116830,actor,0000686
0120241,actor,0000686
0114660,actor,0000686
0245686,actor,0000686
0264464,actor,0000686
0116378,actor,0000686
0327162,actor,0000686
0327850,actor,0000686
0114194,actor,0000686
1416801,actor,0000686
0817545,actor,0000686
0389860,actor,0000686
0483726,actor,0000686
0424823,actor,0000686
0124298,actor,0000686
1742044,actor,0000686
0427327,actor,0000686
1389096,actor,0000686
1690455,actor,0000686
0119086,actor,0000686
0384929,actor,0165101
0145893,actor,0165101
0481141,actor,0165101
0804505,actor,0165101
0299458,actor,0165101
0497465,actor,0165101
0433383,actor,0165101
0297884,actor,0165101
1632708,actor,0165101
0349825,actor,0165101
1563738,actor,0165101
1365483,actor,0165101
1563704,actor,0165101
0237572,actor,0165101
0974554,actor,0165101
0348836,actor,0004851
0436339,actor,0004851
1298650,actor,0004851
0149624,actor,0004851
0259711,actor,0004851
0206420,actor,0004851
0875034,actor,0004851
0318649,actor,0004851
0238112,actor,0004851
0221027,actor,0004851
0484111,actor,0004851
2193215,actor,0004851
0974554,actor,0004851
0207524,actor,0000110
0138749,actor,0000110
0985699,actor,0000110
1655420,actor,0000110
0116477,actor,0000110
0114057,actor,0000110
0120891,actor,0000110
0182295,actor,0000110
0120533,actor,0000110
0119196,actor,0000110
1205537,actor,0000110
0120108,actor,0000110
0114924,actor,0000113
0120794,actor,0000113
0212346,actor,0000113
0117913,actor,0000113
0477302,actor,0000113
0878804,actor,0000113
0119313,actor,0000113
0279778,actor,0000113
0120179,actor,0000113
0120791,actor,0000113
1041829,actor,0000113
0171356,actor,0000113
0113957,actor,0000113
0313737,actor,0000113
2404463,actor,0000113
0191754,actor,0000113
0410297,actor,0000113
0385307,actor,0000113
0141098,actor,0000113
0420609,actor,0000113
0264935,actor,0000113
0375679,actor,0000113
0477071,actor,0000113
1454468,actor,0000113
0881891,actor,0000113
1502404,actor,0000115
0384680,actor,0000115
1071875,actor,0000115
0399295,actor,0000115
2467046,actor,0000115
0119094,actor,0000115
0245562,actor,0000115
0814022,actor,0000115
0187078,actor,0000115
1656186,actor,0000115
0163988,actor,0000115
0218967,actor,0000115
0479997,actor,0000115
0429589,actor,0000115
1095217,actor,0000115
1250777,actor,0000115
0325805,actor,0000115
0963966,actor,0000115
0469641,actor,0000115
0268126,actor,0000115
2382396,actor,0000115
0435705,actor,0000115
0117500,actor,0000115
0120632,actor,0000115
0481499,actor,0000115
0238112,actor,0000115
1214962,actor,0000115
0113552,actor,0000115
0375568,actor,0000115
0118880,actor,0000115
1674784,actor,0000115
0259324,actor,0000115
0368891,actor,0000115
0465234,actor,0000115
0120832,actor,0000115
0134273,actor,0000115
0450345,actor,0000115
0448011,actor,0000115
0113627,actor,0000115
0118055,actor,0625075
0119594,actor,0000056
0139462,actor,0000056
0149367,actor,0000056
0317219,actor,0000056
0301199,actor,0645683
0415965,actor,0645683
1815862,actor,0645683
0457495,actor,0645683
0395169,actor,0645683
0416212,actor,0645683
2042568,actor,1659547
1174732,actor,1659547
1027718,actor,1659547
1334260,actor,1659547
1343092,actor,1659547
1226232,actor,1659547
0780504,actor,1659547
1723811,actor,1659547
0414387,actor,1659547
0236784,actor,0001691
0325980,actor,0001691
1298650,actor,0001691
0414055,actor,0001691
0816442,actor,0001691
0127536,actor,0001691
1504320,actor,0001691
0120679,actor,0001691
0326664,actor,0001691
0185371,actor,0001691
0138524,actor,0001691
0138097,actor,0001691
0280460,actor,0001691
0180073,actor,0001691
0449088,actor,0001691
1274300,actor,0002018
0929632,actor,2829737
1277737,actor,0013037
0404032,actor,0013037
1462769,actor,0013037
2752688,actor,0013037
0762121,actor,0013037
2357291,actor,0251986
0367089,actor,0251986
0257516,actor,0251986
1285016,actor,0251986
0783515,actor,0251986
1091722,actor,0251986
1622547,actor,0251986
0455782,actor,0251986
1294213,actor,0251986
1156398,actor,0251986
1670345,actor,0251986
1436562,actor,0251986
0119142,actor,0503627
0808526,actor,0503627
1018830,actor,0503627
0285861,actor,0000457
0462465,actor,0000457
1253864,actor,0000457
